stimulus_id,image_file,original_filename,original_relative_path,original_style_folder,condition_congruent,condition_semi_congruent,condition_incongruent,notes,needs_human_review
049,049.jpg,supersition_et_transparence_carr_233_derri_232_re_0-90_degrees_carr_233_devant_20_110_degrees_0009.jpg,minimalism/supersition_et_transparence_carr_233_derri_232_re_0-90_degrees_carr_233_devant_20_110_degrees_0009.jpg,minimalism,"Overlapping white panels rest in soft shadow on a pale background. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface. The arrangement stays visually clear from edge to edge.","Overlapping white panels rest in soft shadow on a pale ground. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface. The arrangement stays visually clear from edge to edge.","A sand block anchors the center of a muted surface, joined by a small amber ring and a cream bar off to one side. The arrangement stays visually clear from edge to edge, with open space keeping the elements distinct.",image_type=abstract; source=direct_image_inspection,False
050,050.jpg,a_panic_in_the_middle_ages_0264.jpg,surrealism/a_panic_in_the_middle_ages_0264.jpg,surrealism,"Two acrobatic figures twist through a room with red walls and a dark floor. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","Two acrobatic forms twist through a room with red walls and a dark floor. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A slate wedge and a cream loop rest against a calm plane, with a narrow brick line running through the middle. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=figurative; source=direct_image_inspection,False
051,051.jpg,automatic_drawing_0005.jpg,surrealism/automatic_drawing_0005.jpg,surrealism,"Black automatic lines scatter across a pale background in loose organic loops. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface.","Black automatic lines scatter across a pale background in loose organic arcs. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface.","Two mauve arcs circle an indigo square on a soft field, with a thin coral line holding the composition together. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=abstract; source=direct_image_inspection,False
052,052.jpg,before_the_snow_0016.jpg,surrealism/before_the_snow_0016.jpg,surrealism,"A stylized flower rises against a dark field with soft pink and red clouds. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface.","A stylized flower rises against a dark plane with soft pink and red clouds. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface.","A pearl lattice, an ochre disk, and a small sand stripe are arranged across a quiet field. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=semi_abstract; source=direct_image_inspection,False
053,053.jpg,checkmate_0209.jpg,surrealism/checkmate_0209.jpg,surrealism,"A woman in a checkerboard room holds a pen near her face. Walls, openings, and furniture create a clear geometry that guides the eye from one part of the room to another across the frame.","A figure in a checkerboard room holds a pen near her face. Walls, openings, and furniture create a clear geometry that guides the eye from one part of the room to another across the frame.","A charcoal grid and a pearl line sit on a muted ground, with a thin amber line crossing near the center. Colors and shapes remain separated across the surface, with the layout staying centered and orderly.",image_type=interior; source=direct_image_inspection,False
054,054.jpg,composition_0297.jpg,surrealism/composition_0297.jpg,surrealism,"A black triangular block and small yellow shape sit on a blue ground. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface.","A black triangular patch and small yellow shape sit on a blue ground. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface.","A cream stripe and an amber disk interrupt a soft surface, while a darker brick panel sits nearby. The arrangement stays visually clear from edge to edge, with open space keeping the elements distinct.",image_type=abstract; source=direct_image_inspection,False
055,055.jpg,dance_0182.jpg,surrealism/dance_0182.jpg,surrealism,"A dancing figure unfolds in blue, red, and black shapes on mustard. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A dancing form unfolds in blue, red, and black shapes on mustard. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A charcoal lattice, an ochre disk, and a small teal stripe are arranged across a quiet field. The arrangement stays visually clear from edge to edge, with open space keeping the elements distinct.",image_type=figurative; source=direct_image_inspection,False
056,056.jpg,eve_the_only_one_left_to_us_0171.jpg,surrealism/eve_the_only_one_left_to_us_0171.jpg,surrealism,"A tall figure stands on column-like legs with a shaggy pale head. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A tall form stands on column-like legs with a shaggy pale head. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","Two rust arcs circle a sand square on a soft ground, with a thin cobalt line holding the composition together. Colors and shapes remain separated across the surface, with the layout staying centered and orderly.",image_type=figurative; source=direct_image_inspection,False
057,057.jpg,figure_0291.jpg,surrealism/figure_0291.jpg,surrealism,"A line-drawn figure in a hat stands on a cream background. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A line-drawn form in a hat stands on a cream background. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A coral panel and a pale cobalt oval cross a flat ground, with a darker pearl patch below. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=figurative; source=direct_image_inspection,False
058,058.jpg,habitantes_del_silencio_2_0139.jpg,surrealism/habitantes_del_silencio_2_0139.jpg,surrealism,"A dark structure and small figures sit inside a textured blue landscape. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view.","A dark structure and small forms sit inside a textured blue landscape. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view.","A pearl band overlaps a pale surface, with a taupe block and an indigo curve below. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=landscape; source=direct_image_inspection,False
059,059.jpg,imp_of_the_perverse_0268.jpg,surrealism/imp_of_the_perverse_0268.jpg,surrealism,"A pale organic form opens into cutout windows over a dark teal ground. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface.","A pale organic form opens into cutout windows over a dark teal background. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface.","A mauve wedge and a violet loop rest against a calm field, with a narrow cream line running through the middle. Colors and shapes remain separated across the surface, with the layout staying centered and orderly.",image_type=abstract; source=direct_image_inspection,False
060,060.jpg,leaf_customs_0172.jpg,surrealism/leaf_customs_0172.jpg,surrealism,"A leaf-like form stands between two vertical trunks on a yellow-green field. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface.","A leaf-like form stands between two vertical trunks on a yellow-green plane. Brushwork and layered marks keep the composition tightly focused around the center, with colors and shapes spreading in balanced arcs across the surface.","A mauve stripe and a cream disk interrupt a soft field, while a darker pearl panel sits nearby. The arrangement stays visually clear from edge to edge, with open space keeping the elements distinct.",image_type=abstract; source=direct_image_inspection,False
061,061.jpg,one_night_museum_0269.jpg,surrealism/one_night_museum_0269.jpg,surrealism,"A museum shelf holds a hand, an apple, a shoe, and patterned panels. Tabletop objects sit close together, and the open space around them keeps each item readable while the arrangement stays compact and balanced.","A museum display shelf holds a hand, an apple, a shoe, and patterned panels. Tabletop objects sit close together, and the open space around them keeps each item readable while the arrangement stays compact and balanced.","A violet arc and an olive bar sit on a muted field, with a thin rust line crossing near the center. Colors and shapes remain separated across the surface, with the layout staying centered and orderly.",image_type=still_life; source=direct_image_inspection,False
062,062.jpg,pieta_revolution_by_night_0080.jpg,surrealism/pieta_revolution_by_night_0080.jpg,surrealism,"Two figures occupy a domestic interior, with one body draped over the other. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","Two forms occupy a domestic interior, with one body draped over the other. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A cluster of mauve shapes drifts across a dusty ground, leaving a sand disk and a dark charcoal stripe near one edge. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=figurative; source=direct_image_inspection,False
063,063.jpg,popular_panorama_0214.jpg,surrealism/popular_panorama_0214.jpg,surrealism,"A cutaway landscape shows trees, buildings, and sky layered in a surreal view. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view.","A split view shows trees, buildings, and sky layered in a surreal scene. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view.","A sand lattice, a slate disk, and a small charcoal stripe are arranged across a quiet plane. Colors and shapes remain separated across the surface, with the layout staying centered and orderly.",image_type=landscape; source=direct_image_inspection,False
064,064.jpg,smoker_head_0164.jpg,surrealism/smoker_head_0164.jpg,surrealism,"A stylized head with a bird-like face sits against a blue field. Muted tones and a plain background keep the face, clothing, and nearby details clearly separated, with the main figure staying central in the frame.","A stylized head with a bird-like form sits against a blue field. Muted tones and a plain background keep the face, clothing, and nearby details clearly separated, with the main figure staying central in the frame.","Two indigo arcs circle a coral square on a soft plane, with a thin mint line holding the composition together. Colors and shapes remain separated across the surface, with the layout staying centered and orderly.",image_type=portrait; source=direct_image_inspection,False
065,065.jpg,stilleben_med_fisk_0250.jpg,surrealism/stilleben_med_fisk_0250.jpg,surrealism,"A still life with fish, a bottle, and a plate is arranged on a table before a coastal backdrop. Tabletop objects sit close together, and the open space around them keeps each item readable while the arrangement stays compact and balanced.","A still life with fish-like form, a bottle, and a plate is arranged on a table before a coastal backdrop. Tabletop objects sit close together, and the open space around them keeps each item readable while the arrangement stays compact and balanced.","A cluster of mauve shapes drifts across a dusty plane, leaving a taupe disk and a dark olive stripe near one edge. The arrangement stays visually clear from edge to edge, with open space keeping the elements distinct.",image_type=still_life; source=direct_image_inspection,False
066,066.jpg,the_4th_day_of_the_creation_0204.jpg,surrealism/the_4th_day_of_the_creation_0204.jpg,surrealism,"A stark black-and-white landscape opens under a brilliant radiating sun. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view. The arrangement stays visually clear from edge to edge.","A stark black-and-white scene opens under a brilliant radiating disk. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view. The arrangement stays visually clear from edge to edge.","Two violet arcs circle a sand square on a soft field, with a thin amber line holding the composition together. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=landscape; source=direct_image_inspection,False
067,067.jpg,the_beneficial_promise_0270.jpg,surrealism/the_beneficial_promise_0270.jpg,surrealism,"A hand touches a rounded form while a woman's head floats above. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A hand touches a rounded form while a figure's head floats above. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A rust panel and a pale amber oval cross a flat ground, with a darker slate patch below. The arrangement stays visually clear from edge to edge, with open space keeping the elements distinct.",image_type=figurative; source=direct_image_inspection,False
068,068.jpg,the_birth_of_idol_0215.jpg,surrealism/the_birth_of_idol_0215.jpg,surrealism,"A tall white sculptural figure stands beside chairs and a stormy shoreline. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A tall white sculptural form stands beside chairs and a stormy shoreline. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","Two mint arcs circle a brick square on a soft ground, with a thin cream line holding the composition together. Colors and shapes remain separated across the surface, with the layout staying centered and orderly.",image_type=figurative; source=direct_image_inspection,False
069,069.jpg,the_carbide_lamp_0072.jpg,surrealism/the_carbide_lamp_0072.jpg,surrealism,"A carbide lamp and a fish rest beside a large curved black form. Tabletop objects sit close together, and the open space around them keeps each item readable while the arrangement stays compact and balanced.","A carbide lamp and a fish-like form rest beside a large curved black form. Tabletop objects sit close together, and the open space around them keeps each item readable while the arrangement stays compact and balanced.","A rust band overlaps a pale plane, with a cream block and a violet curve below. Colors and shapes remain separated across the surface, with the layout staying centered and orderly.",image_type=still_life; source=direct_image_inspection,False
070,070.jpg,the_conqueror_0217.jpg,surrealism/the_conqueror_0217.jpg,surrealism,"A man with a wood-grain head stands before desert hills and a branch. Muted tones and a plain background keep the face, clothing, and nearby details clearly separated, with the main figure staying central in the frame.","A figure with a wood-grain head stands before desert hills and a branch. Muted tones and a plain background keep the face, clothing, and nearby details clearly separated, with the main figure staying central in the frame.","Two cobalt panels and a taupe ring divide a calm field, while a dark charcoal bar cuts diagonally through it. Colors and shapes remain separated across the surface, with the layout staying centered and orderly.",image_type=portrait; source=direct_image_inspection,False
071,071.jpg,the_sculpture_0156.jpg,surrealism/the_sculpture_0156.jpg,surrealism,"Two stylized figures meet on a balcony-like setting with pale walls. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","Two stylized forms meet on a balcony-like setting with pale walls. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A rust block anchors the center of a muted plane, joined by a small coral ring and a mauve bar off to one side. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=figurative; source=direct_image_inspection,False
072,072.jpg,christ_in_the_sepulchre_0090.jpg,symbolism/christ_in_the_sepulchre_0090.jpg,symbolism,"A luminous figure emerges beneath draped curtains above a shadowed tomb. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A luminous figure emerges beneath draped curtains above a shadowed stone block. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A sand stripe and a coral disk interrupt a soft surface, while a darker slate panel sits nearby. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=figurative; source=direct_image_inspection,False
073,073.jpg,death_of_sappho_0222.jpg,symbolism/death_of_sappho_0222.jpg,symbolism,"A rocky landscape frames a white bird and a small figure below. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view.","A rocky landscape frames a white bird-like form and a small figure below. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view.","A cream block anchors the center of a muted surface, joined by a small taupe ring and a sand bar off to one side. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=landscape; source=direct_image_inspection,False
074,074.jpg,evacuation_of_an_island_0230.jpg,symbolism/evacuation_of_an_island_0230.jpg,symbolism,"A monochrome island scene shows dark land, water, and streaked sky. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view. The arrangement stays visually clear from edge to edge.","A monochrome landmass scene shows dark land, water, and streaked sky. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view. The arrangement stays visually clear from edge to edge.","A cobalt panel and a pale sand oval cross a flat plane, with a darker slate patch below. Colors and shapes remain separated across the surface, with the layout staying centered and orderly.",image_type=landscape; source=direct_image_inspection,False
075,075.jpg,head_of_old_woman_from_antwerp_0263.jpg,symbolism/head_of_old_woman_from_antwerp_0263.jpg,symbolism,"An elderly woman sits in profile wearing a patterned headscarf. Muted tones and a plain background keep the face, clothing, and nearby details clearly separated, with the main figure staying central in the frame. The arrangement stays visually clear from edge to edge.","An elderly figure sits in profile wearing a patterned headscarf. Muted tones and a plain background keep the face, clothing, and nearby details clearly separated, with the main figure staying central in the frame. The arrangement stays visually clear from edge to edge.","An olive block anchors the center of a muted plane, joined by a small amber ring and an indigo bar off to one side. The arrangement stays visually clear from edge to edge, with open space keeping the elements distinct.",image_type=portrait; source=direct_image_inspection,False
076,076.jpg,illustration_to_milton_s_comus_0060.jpg,symbolism/illustration_to_milton_s_comus_0060.jpg,symbolism,"A standing woman faces a winged figure in a pale blue scene. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A standing figure faces a winged form in a pale blue scene. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","Two violet panels and a cobalt ring divide a calm ground, while a dark taupe bar cuts diagonally through it. The arrangement stays visually clear from edge to edge, with open space keeping the elements distinct.",image_type=figurative; source=direct_image_inspection,False
077,077.jpg,los_entering_the_grave_0066.jpg,symbolism/los_entering_the_grave_0066.jpg,symbolism,"A figure walks into a dark arched grave-like doorway carrying a bundle. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A figure walks into a dark arched grave-like opening carrying a bundle. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A taupe block anchors the center of a muted field, joined by a small slate ring and an ochre bar off to one side. The arrangement stays visually clear from edge to edge, with open space keeping the elements distinct.",image_type=figurative; source=direct_image_inspection,False
078,078.jpg,ruins_in_the_moonlit_landscape_0117.jpg,symbolism/ruins_in_the_moonlit_landscape_0117.jpg,symbolism,"Ruins stand in a moonlit landscape under a dark evening sky. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view. The arrangement stays visually clear from edge to edge.","structures stand in a moonlit landscape under a dark evening sky. Sky, ground, and horizon divide the scene into broad bands, while smaller details add depth without breaking the open structure of the view. The arrangement stays visually clear from edge to edge.","A taupe lattice, an amber disk, and a small coral stripe are arranged across a quiet plane. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=landscape; source=direct_image_inspection,False
079,079.jpg,the_balloon_0268.jpg,symbolism/the_balloon_0268.jpg,symbolism,"A silhouetted woman raises one arm beneath a small balloon in an orange sky. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A silhouetted woman raises one arm beneath a small round shape in an orange sky. Muted tones and a plain background keep the figure, clothing, and nearby objects clearly separated, with the main body staying central in the frame.","A slate stripe and a sand disk interrupt a soft surface, while a darker indigo panel sits nearby. The arrangement stays visually clear from edge to edge, with open space keeping the elements distinct.",image_type=figurative; source=direct_image_inspection,False
080,080.jpg,the_penitent_mary_magdalene_0262.jpg,symbolism/the_penitent_mary_magdalene_0262.jpg,symbolism,"A red-haired woman rests her head on her hand against a green background. Muted tones and a plain background keep the face, clothing, and nearby details clearly separated, with the main figure staying central in the frame.","A red-haired figure rests her head on her hand against a green background. Muted tones and a plain background keep the face, clothing, and nearby details clearly separated, with the main figure staying central in the frame.","Two mauve panels and a cobalt ring divide a calm ground, while a dark ochre bar cuts diagonally through it. Brushwork and layered marks keep the composition compact and balanced, with color areas spread across the surface.",image_type=portrait; source=direct_image_inspection,False
