stimulus_id,image_file,original_filename,original_relative_path,original_style_folder,condition_congruent,condition_semi_congruent,condition_incongruent,condition_congruent_en,condition_semi_congruent_en,condition_incongruent_en,notes,needs_human_review
030,030.jpg,man_and_woman_0101.jpg,expressionism/man_and_woman_0101.jpg,expressionism,"Zwei nackte Figuren sitzen in dunklem Innenraum. Links ist eine hellere sitzende Figur, rechts beugt sich eine dunklere Figur nach unten.","Zwei nackte Körperformen sitzen in einem dunklen Innenraum. Die hellere Figur wirkt rechts und aufrechter, während die dunklere Figur eher links nach vorn gebeugt ist.",Eine einzelne stehende Mutterfigur mit Kind liegt vor blauem Außenraum.,"Two nude figures sit in a dark interior. On the left is a lighter seated figure, while on the right a darker figure bends downward.","Two nude body forms sit in a dark interior. The paler figure appears on the right and more upright, while the darker figure bends forward more on the left.",A single standing mother figure with child appears before a blue outdoor space.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
031,031.jpg,maternit_233_after_picasso_0194.jpg,expressionism/maternit_233_after_picasso_0194.jpg,expressionism,"Eine Frau in blauem Mantel sitzt frontal auf einem Stuhl, ein heller Hund liegt rechts unten. Das helle Kleid und der dunkle Stuhl stehen vor blauem Grund.",Eine Frau in blauem Mantel sitzt frontal auf einem Stuhl vor blauem Grund. Die kleine helle Tierform liegt eher links unten statt rechts unten.,Eine dunkle gebeugte Figur steht allein in einer roten Landschaft.,"A woman in a blue coat sits frontally on a chair, with a pale dog lying at the lower right. The pale dress and dark chair stand before a blue ground.",A woman in a blue coat sits frontally on a chair before a blue ground. The small pale animal shape lies more toward the lower left rather than the lower right.,A dark bent figure stands alone in a red landscape.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
032,032.jpg,miguel_de_cervantes_0146.jpg,expressionism/miguel_de_cervantes_0146.jpg,expressionism,Eine dunkle Figur geht auf einem hellen Weg durch eine Landschaft mit Windmühle. Der Weg führt diagonal nach hinten zu Horizont und Himmel.,Eine dunkle Figur geht auf einem hellen Pfad durch eine Landschaft mit Windmühle. Der Weg führt weniger diagonal und scheint fast gerade in die Bildmitte zu laufen.,Eine sitzende Frau in blauem Mantel steht frontal in einem Innenraum mit Stuhl und Hund.,A dark figure walks on a pale path through a landscape with a windmill. The path leads diagonally back toward the horizon and sky.,A dark figure walks on a pale path through a landscape with a windmill. The path runs less diagonally and seems to lead almost straight into the image center.,A seated woman in a blue coat appears frontally in an interior with chair and dog.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
033,033.jpg,misery_0089.jpg,expressionism/misery_0089.jpg,expressionism,Ein dunkler Innenraum zeigt mehrere Figuren und Betten oder Liegeflächen. Helle Gesichter und weiße Bettformen treten aus dem Schwarz hervor.,Ein dunkler Innenraum zeigt mehrere helle Figuren und Liegeflächen. Die weißen Bettformen wirken stärker rechts unten konzentriert als links und unten verteilt.,Eine helle Landschaft mit Fluss und grünen Ufern füllt das Bild.,A dark interior shows several figures and beds or lying surfaces. Pale faces and white bed shapes emerge from the blackness.,A dark interior shows several pale figures and lying surfaces. The white bed forms appear more concentrated at the lower right than spread across the left and bottom.,A bright landscape with a river and green banks fills the image.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
034,034.jpg,mother_and_child_on_the_beach_0214.jpg,expressionism/mother_and_child_on_the_beach_0214.jpg,expressionism,"Eine stehende Frau mit Kind steht vor blau-grünem Hintergrund. Die Figur ist in dunkle Kleidung gehüllt, das Kind liegt hell am Oberkörper.","Eine stehende Mutter-Kind-Form steht vor blau-grünem Hintergrund. Das helle Kind wirkt etwas tiefer am Körper, und die dunkle Kleidung öffnet sich breiter nach unten.",Eine einzelne dunkle Figur geht auf einem Weg an einer Windmühle vorbei.,"A standing woman with a child appears before a blue-green background. The figure is wrapped in dark clothing, and the child lies pale at the torso.","A standing mother-and-child form appears before a blue-green background. The pale child seems slightly lower on the body, and the dark clothing opens wider toward the bottom.",A single dark figure walks on a path past a windmill.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
035,035.jpg,night_0017.jpg,expressionism/night_0017.jpg,expressionism,"Ein dunkler Innenraum wird von hellem Licht durch ein Fenster und über den Boden geteilt. Treppe, Wand und Lichtstreifen führen diagonal nach unten.","Helle Lichtbahnen fallen in einen dunklen Raum und treffen Boden und Wand. Die Lichtquelle wirkt eher links oben, und die Streifen laufen steiler nach unten.",Ein breiter Fluss zieht durch eine grüne Landschaft unter hellem Himmel.,"A dark interior is divided by pale light coming through a window and across the floor. Stairs, wall, and light stripes lead diagonally downward.","Pale bands of light fall into a dark room and touch floor and wall. The light source appears more toward the upper left, and the bands run more steeply downward.",A broad river runs through a green landscape under a bright sky.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
036,036.jpg,old_fisherman_0239.jpg,expressionism/old_fisherman_0239.jpg,expressionism,"Ein älterer Mann mit Mütze hält die Hände nah am Mund. Gesicht, Hände und dunkle Kleidung liegen vor einem gedämpften Landschaftshintergrund.","Ein älterer Mann mit Mütze hält die Hände nahe am Gesicht. Die Hände wirken eher an der Wange als am Mund, und der Hintergrund erscheint fast wie ein Innenraum.",Eine helle leere Zimmerwand mit Fenster und Lichtstreifen füllt das Bild.,"An older man with a cap holds his hands close to his mouth. Face, hands, and dark clothing sit before a muted landscape background.","An older man with a cap holds his hands near his face. The hands appear closer to the cheek than to the mouth, and the background seems almost interior-like.",A pale empty room wall with a window and light stripes fills the image.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
037,037.jpg,peat_digging_0251.jpg,expressionism/peat_digging_0251.jpg,expressionism,"Ein heller Fluss oder Bach zieht durch dunkle grüne Ufer in die Tiefe. Helle Häuser liegen am oberen Rand, der Wasserlauf dominiert die Mitte.","Ein heller Wasserstreifen zieht durch dunkle grüne Ufer in die Tiefe. Die Häuser wirken etwas tiefer im Bild, und der Wasserlauf liegt stärker rechts der Mitte.",Ein älterer Mann mit Mütze und Händen vor dem Mund füllt die Mitte.,"A pale river or stream runs through dark green banks into depth. Pale houses lie near the upper edge, and the watercourse dominates the center.","A pale strip of water runs through dark green banks into depth. The houses appear slightly lower in the image, and the watercourse lies more to the right of center.",An older man with a cap and hands before his mouth fills the center.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
038,038.jpg,radiant_sunset_0262.jpg,expressionism/radiant_sunset_0262.jpg,expressionism,Eine helle Sonne steht tief am Horizont und wirft einen senkrechten Lichtstreifen über violette und blaue Felder. Dunkle Bäume sitzen rechts und am Horizont.,Eine helle Sonne steht nahe am Horizont über violett-blauen Feldern. Der senkrechte Lichtstreifen wirkt etwas breiter und leicht nach links verschoben.,Ein dunkler Innenraum mit Fenster und schrägen Lichtbahnen füllt das Bild.,A bright sun stands low on the horizon and casts a vertical strip of light across violet and blue fields. Dark trees sit to the right and along the horizon.,A bright sun stands near the horizon above violet-blue fields. The vertical strip of light appears slightly wider and shifted a little to the left.,A dark interior with a window and slanting light bands fills the image.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
039,039.jpg,separation_0085.jpg,expressionism/separation_0085.jpg,expressionism,Eine dunkle stehende Figur befindet sich links neben einer großen weißen vasenartigen Form. Der Hintergrund ist grau-violett mit schwarzen schwebenden Flecken.,"Eine dunkle stehende Figur steht neben einer hellen geschwungenen Gefäßform auf grau-violettem Grund. Die helle Form wirkt eher links, die dunkle Figur eher rechts.",Eine helle Sonne über violetten Feldern teilt eine Landschaft mit starkem Lichtstreifen.,A dark standing figure appears on the left beside a large white vase-like form. The background is gray-violet with black floating patches.,"A dark standing figure stands beside a pale curved vessel form on a gray-violet ground. The pale form appears more on the left, and the dark figure more on the right.",A bright sun over violet fields divides a landscape with a strong light stripe.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
040,040.jpg,skeletons_fighting_over_a_pickled_herring_0031.jpg,expressionism/skeletons_fighting_over_a_pickled_herring_0031.jpg,expressionism,"Zwei Totenschädel oder maskenhafte Köpfe stehen rechts unten, einer trägt eine dunkle Federform. Der Hintergrund ist rosa-violett und weich bewegt.","Zwei helle Schädel- oder Maskenköpfe stehen vor rosa-violettem Grund. Sie wirken näher an der Bildmitte, und die dunkle Federform sitzt eher am linken Kopf.",Eine einzelne dunkle Figur steht neben einer großen weißen Vase auf grauem Grund.,"Two skulls or mask-like heads stand at the lower right, one carrying a dark feather-like form. The background is pink-violet and softly moving.","Two pale skull or mask heads stand before a pink-violet ground. They appear closer to the image center, and the dark feather-like form sits more on the left head.",A single dark figure stands beside a large white vase on a gray ground.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
041,041.jpg,the_family_of_blind_man_0291.jpg,expressionism/the_family_of_blind_man_0291.jpg,expressionism,"Eine schmale blaue Figur steht gebeugt vor hellblauem Hintergrund. Dunkle und weiße Pinselstriche formen Kopf, Körper und Beine.","Eine schmale blaue Figur steht vor hellblauem Hintergrund. Der Körper wirkt etwas aufrechter, und die dunklen Striche sammeln sich stärker am unteren Beinbereich.",Zwei helle Schädel stehen rechts unten vor rosa Hintergrund.,"A narrow blue figure stands bent before a light blue background. Dark and white brushstrokes form head, body, and legs.","A narrow blue figure stands before a light blue background. The body appears slightly more upright, and the dark strokes gather more around the lower leg area.",Two pale skulls stand at the lower right before a pink background.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
042,042.jpg,candidate_030_surrealism_meliboeus.jpg,candidate_images/chosen/candidate_030_surrealism_meliboeus.jpg,surrealism,"Ein Gesicht mit Kopftuch füllt das Bild und ist von dunklen Linien und Blattformen überzogen. Augen, Mund und gefaltete Hände liegen eng in der Mitte.","Ein großes Gesicht mit hellem Kopftuch füllt das Bild. Die gefalteten Hände wirken etwas tiefer und weiter auseinander, während die dunklen Linien stärker am Rand liegen.",Drei glatte orange Masken stehen nebeneinander vor blauem Grund.,"A face with a headscarf fills the image and is crossed by dark lines and leaf forms. Eyes, mouth, and folded hands lie close together in the center.","A large face with a pale headscarf fills the image. The folded hands appear slightly lower and farther apart, while the dark lines lie more strongly near the edge.",Three smooth orange masks stand side by side before a blue ground.,image_type=surrealism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
043,043.jpg,woman_with_dead_child_0295.jpg,expressionism/woman_with_dead_child_0295.jpg,expressionism,Eine dunkle zusammengerollte Figur oder Körperform liegt über einer helleren liegenden Form. Die Zeichnung ist schwarz-grau und stark auf Körperkonturen konzentriert.,"Zwei ineinander liegende Körperformen füllen die Mitte auf hellem Grund. Die dunklere Form wirkt eher unten, während die hellere Figur stärker oben liegt.",Ein blaues stehendes Ganzkörperporträt füllt den hellblauen Raum.,A dark curled figure or body form lies above a paler reclining form. The drawing is black-gray and strongly focused on body contours.,"Two interlocking body forms fill the center on a pale ground. The darker form appears more below, while the paler figure lies more strongly above.",A blue standing full-body portrait fills the light blue space.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
044,044.jpg,candidate_030_surrealism_trois_masques_1933.jpg,candidate_images/chosen/candidate_030_surrealism_trois_masques_1933.jpg,surrealism,Drei maskenartige Gesichter stehen vor blauem Hintergrund. Ein helles frontales Gesicht in der Mitte wird von zwei orangefarbenen Profilen eingerahmt.,"Drei maskenartige Gesichter stehen dicht nebeneinander auf blauem Grund. Die helle frontale Maske wirkt leicht nach links verschoben, und rechts dominiert ein dunkleres Profil.",Ein einzelnes dunkles Gesicht mit Kopftuch füllt das Bild vor braunem Grund.,Three mask-like faces stand before a blue background. A pale frontal face in the center is framed by two orange profiles.,"Three mask-like faces stand close together on a blue ground. The pale frontal mask appears slightly shifted left, and a darker profile dominates on the right.",A single dark face with a headscarf fills the image before a brown ground.,image_type=surrealism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
045,045.jpg,chicken_wire_0298.jpg,minimalism/chicken_wire_0298.jpg,minimalism,Ein regelmäßiges helles Wabenmuster bedeckt fast das ganze Bild. Die sechseckigen Linien sind gelblich und werden zum Rand hin etwas dunkler.,Viele helle sechseckige Zellen bilden ein flaches Wabenmuster. Die Linien wirken zur Mitte hin dunkler und am Rand etwas offener.,Ein großer schwarzer Kreis steht auf hellem Grund über einer dunklen Schattenform.,A regular pale honeycomb pattern covers almost the whole image. The hexagonal lines are yellowish and become slightly darker toward the edges.,Many pale hexagonal cells form a flat honeycomb pattern. The lines appear darker toward the center and slightly more open at the edges.,A large black circle stands on a pale ground above a dark shadow form.,image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
046,046.jpg,d1_6_0207.jpg,minimalism/d1_6_0207.jpg,minimalism,"Ein großer schwarzer Kreis hängt oben in einer hellen quadratischen Fläche, darunter liegt eine dunkle verschwommene Schattenform. Der Aufbau ist stark vertikal.",Eine schwarze runde Form hängt hoch in einer hellen quadratischen Fläche. Der weiche dunkle Schatten darunter wirkt etwas links versetzt und näher am Kreis.,Ein helles Wabenmuster aus vielen kleinen Sechsecken bedeckt die ganze Fläche.,"A large black circle hangs high in a pale square field, with a dark blurred shadow form below. The structure is strongly vertical.",A black round form hangs high in a pale square field. The soft dark shadow below appears slightly shifted left and closer to the circle.,A pale honeycomb pattern of many small hexagons covers the whole surface.,image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
047,047.jpg,sex_symbol_0190.jpg,minimalism/sex_symbol_0190.jpg,minimalism,"Ein schwarzer Kreis sitzt in der Mitte einer hellen senkrechten Fläche. Darüber liegt ein halbkreisförmiger dunkler Bogen, darunter kleine schwarze Linien wie ein Sockel.","Ein schwarzer Kreis sitzt in einer hellen senkrechten Fläche. Der dunkle Bogen darüber wirkt fast geschlossen, und die kleinen Linien darunter stehen etwas weiter auseinander.",Mehrere farbige Ringe liegen waagrecht auf weißem Grund und überlappen rechts.,"A black circle sits in the center of a pale vertical field. Above it lies a dark semicircular arc, and below it small black lines form a base-like mark.","A black circle sits in a pale vertical field. The dark arc above appears almost closed, and the small lines below stand slightly farther apart.",Several colored rings lie horizontally on a white ground and overlap on the right.,image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
048,048.jpg,split_ring_image_1_2009_0041.jpg,minimalism/split_ring_image_1_2009_0041.jpg,minimalism,"Zwei große farbige Ringsegmente bilden eine fast geschlossene Kreisform auf weißem Grund. Links ist das Segment gelbgrün, rechts orange-rot.","Zwei große farbige Ringsegmente bilden eine offene Kreisform auf weißem Grund. Links wirkt das Segment eher orange, rechts eher gelbgrün.",Ein schwarzer Kreis mit halbkreisförmigem Bogen steht senkrecht auf hellem Grund.,"Two large colored ring segments form an almost closed circular shape on a white ground. The left segment is yellow-green, the right one orange-red.","Two large colored ring segments form an open circular shape on a white ground. The left segment appears more orange, and the right one more yellow-green.",A black circle with a semicircular arc stands vertically on a pale ground.,image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
049,049.jpg,candidate_044_realism_landscape_with_a_flowerbed_1917.jpg,candidate_images/chosen/candidate_044_realism_landscape_with_a_flowerbed_1917.jpg,realism,"Ein heller Garten mit Blumenbeet liegt zwischen grünen Bäumen. Helle Wege, viele kleine Blüten und gelbe Bäume füllen die mittlere Tiefe.",Ein heller Garten mit Blumenbeet liegt zwischen grünen Bäumen. Die hellen Wege wirken breiter und führen stärker zur rechten Seite in die Tiefe.,Eine abstrakte Kreisform aus roten und gelben Segmenten liegt auf weißem Grund.,"A bright garden with a flower bed lies between green trees. Pale paths, many small blossoms, and yellow trees fill the middle depth.",A bright garden with a flower bed lies between green trees. The pale paths appear wider and lead more strongly toward the right side into depth.,An abstract circular form made of red and yellow segments lies on a white ground.,image_type=realism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
050,050.jpg,a_panic_in_the_middle_ages_0264.jpg,surrealism/a_panic_in_the_middle_ages_0264.jpg,surrealism,Mehrere weiß gekleidete Figuren verrenken sich in einem Raum mit rotem Rahmen und dunklem Boden. Die Körper liegen diagonal und wirken in Bewegung.,"Mehrere weiß gekleidete Figuren bewegen sich in einem Raum mit rotem Rahmen. Die Körper wirken stärker waagrecht angeordnet, und der dunkle Boden nimmt mehr Platz ein.",Ein ruhiger Garten mit vielen Blumen und hellen Wegen füllt eine grüne Landschaft.,Several white-clothed figures twist inside a room with a red frame and dark floor. The bodies lie diagonally and appear in motion.,"Several white-clothed figures move inside a room with a red frame. The bodies appear more horizontally arranged, and the dark floor takes up more space.",A quiet garden with many flowers and pale paths fills a green landscape.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
051,051.jpg,candidate_050_impressionism_the_blue_vase.jpg,candidate_images/chosen/candidate_050_impressionism_the_blue_vase.jpg,impressionism,"Eine helle blau-weiße Vase steht auf einem braunen Tisch, darin gelbe und rosa Blüten. Rechts unten liegt eine helle runde Frucht oder Blüte auf dem Tisch.","Eine helle blau-weiße Vase steht auf braunem Tisch vor grauem Hintergrund. Die gelbe Blüte wirkt etwas links versetzt, und die helle runde Form unten liegt näher an der Mitte.",Ein dunkles rotes Gefäß trägt einen breiten gelb-violetten Strauß vor braunem Hintergrund.,"A pale blue-white vase stands on a brown table, holding yellow and pink blossoms. At the lower right, a pale round fruit or blossom lies on the table.","A pale blue-white vase stands on a brown table before a gray background. The yellow blossom appears slightly shifted left, and the pale round form below lies closer to the center.",A dark red vessel holds a broad yellow-violet bouquet against a brown background.,image_type=impressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
052,052.jpg,before_the_snow_0016.jpg,surrealism/before_the_snow_0016.jpg,surrealism,"Eine helle rosa Blütenform liegt zentral vor dunklem Hintergrund, weitere rosa Blattformen schweben rechts oben. Eine waagrechte rote Linie zieht durch den unteren Bereich.","Pinke Blüten- oder Blattformen leuchten vor dunklem Feld. Die größte helle Form sitzt klar rechts der Mitte, und die rote Linie liegt etwas höher.",Eine Vase mit gelben Blüten steht auf braunem Tisch vor grauem Grund.,"A pale pink flower form lies centrally before a dark background, with additional pink leaf forms floating at the upper right. A horizontal red line runs through the lower area.","Pink flower or leaf forms glow before a dark field. The largest pale form sits clearly to the right of center, and the red line lies slightly higher.",A vase with yellow blossoms stands on a brown table before a gray ground.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
053,053.jpg,checkmate_0209.jpg,surrealism/checkmate_0209.jpg,surrealism,Ein Frauenkopf mit geschlossenen Augen sitzt in einem perspektivischen Raum mit schwarz-weißem Schachboden. Links oben hängt eine kleine helle Form an einer Schnur.,Ein Frauenkopf mit geschlossenen Augen sitzt in einem perspektivischen Raum mit Schachboden. Die kleine hängende helle Form erscheint rechts oben statt links oben.,Pinke Blütenformen schweben auf dunklem Grund über einer roten Linie.,"A woman's head with closed eyes sits in a perspective room with a black-and-white checkerboard floor. At the upper left, a small pale form hangs from a string.",A woman’s head with closed eyes sits inside a perspective room with a checkerboard floor. The small hanging pale form appears at the upper right rather than the upper left.,Pink flower forms float on a dark ground above a red line.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
054,054.jpg,composition_0297.jpg,surrealism/composition_0297.jpg,surrealism,"Auf blauem Grund liegen eine schwarze schräge Rechteckform, eine weiße vogelartige Form und gelb-schwarze Flächen. Die Elemente schweben lose im Bildraum.","Mehrere isolierte Formen schweben auf blauem Grund. Der schwarze schräge Block wirkt eher rechts unten, und die weiße vogelartige Form liegt näher an der Mitte.",Ein Gesicht mit geschlossenen Augen sitzt vor einem schwarz-weißen Schachboden in einem engen Raum.,"On a blue ground lie a black slanted rectangular form, a white bird-like form, and yellow-black areas. The elements float loosely in the pictorial space.","Several isolated forms float on a blue ground. The black slanted block appears more at the lower right, and the white bird-like form lies closer to the center.",A face with closed eyes sits before a black-and-white checkerboard floor in a tight room.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
055,055.jpg,dance_0182.jpg,surrealism/dance_0182.jpg,surrealism,"Eine vereinfachte bunte Tier- oder Körperform steht vor ockerfarbenem Grund. Blaue, rote, gelbe und schwarze Flächen bilden einen geschwungenen zentralen Körper.","Eine bunte organische Tier- oder Körperform steht vor ockerfarbenem Grund. Der blaue Bereich wirkt eher unten, während rote und gelbe Flächen den oberen Körper bestimmen.",Mehrere kleine abstrakte Formen schweben getrennt auf blauem Grund.,"A simplified colorful animal- or body-like form stands before an ocher ground. Blue, red, yellow, and black areas build a curved central body.","A colorful organic animal- or body-like form stands before an ocher ground. The blue area appears more at the bottom, while red and yellow areas define the upper body.",Several small abstract forms float separately on a blue ground.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
056,056.jpg,eve_the_only_one_left_to_us_0171.jpg,surrealism/eve_the_only_one_left_to_us_0171.jpg,surrealism,"Eine helle, zottige kopfartige Form steht auf einem schmalen Hals vor dunklem braunem Hintergrund. Rechts begrenzt eine helle strukturierte Wandkante den Raum.",Eine helle zottige Kopfform steht auf schmalem Hals vor dunklem braunem Grund. Die helle Wandkante wirkt links statt rechts und rahmt die Form von der anderen Seite.,Eine bunte geschwungene Tierform steht auf ockerfarbenem Grund mit blauen und roten Flächen.,"A pale shaggy head-like form stands on a narrow neck before a dark brown background. On the right, a pale textured wall edge limits the space.",A pale shaggy head-like form stands on a narrow neck before a dark brown ground. The pale wall edge appears on the left rather than the right and frames the form from the other side.,A colorful curved animal-like form stands on an ocher ground with blue and red areas.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
057,057.jpg,candidate_061_expressionism_still_life_with_sunflower_1931.jpg,candidate_images/chosen/candidate_061_expressionism_still_life_with_sunflower_1931.jpg,expressionism,"Eine große gelbe Sonnenblume steht in einer hellen Vase vor grauem Hintergrund. Dunkle grüne Blätter rahmen die Blüte seitlich, unten liegt ein schmaler gelber Tischrand.","Eine große gelbe Sonnenblume steht in einer hellen Vase vor grauem Hintergrund. Die Blüte wirkt etwas höher und nach rechts versetzt, mit weniger dunklen Blättern an den Seiten.",Ein breiter violett-gelber Blumenstrauß steht in einer dunklen roten Vase vor braunem Grund.,"A large yellow sunflower stands in a pale vase before a gray background. Dark green leaves frame the blossom on the sides, and a narrow yellow table edge lies below.","A large yellow sunflower stands in a pale vase before a gray background. The blossom appears slightly higher and shifted to the right, with fewer dark leaves at the sides.",A broad violet-yellow bouquet stands in a dark red vase against a brown ground.,image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
058,058.jpg,habitantes_del_silencio_2_0139.jpg,surrealism/habitantes_del_silencio_2_0139.jpg,surrealism,"Eine dunkle Tier- oder Fellform liegt auf blauem Grund, darin leuchten orangebraune und weiße kleine Formen. Die Mitte wirkt dicht und organisch.",Eine dunkle organische Tier- oder Fellform liegt auf blauem Grund. Die warmen orangebraunen Akzente sammeln sich eher am Rand als in der dichten Mitte.,Eine einzelne gelbe Sonnenblume steht in heller Vase vor grauem Grund.,"A dark animal- or fur-like form lies on a blue ground, containing glowing orange-brown and small white forms. The center feels dense and organic.",A dark organic animal- or fur-like form lies on a blue ground. The warm orange-brown accents gather more around the edge than in the dense center.,A single yellow sunflower stands in a pale vase before a gray ground.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
059,059.jpg,candidate_063_expressionism_still_life_1964.jpg,candidate_images/chosen/candidate_063_expressionism_still_life_1964.jpg,expressionism,"Ein Stillleben mit schwarzer Flasche, Kanne, Tassen und Schale steht vor orangefarbenem Holzgrund. Die Gegenstände liegen auf einer hellen Tischfläche mit dunklen Konturen.","Ein Stillleben mit schwarzer Flasche, Kanne und Tassen steht vor orangefarbenem Holzgrund. Die dunkle Flasche wirkt eher rechts, und die Schale liegt näher am linken Rand.",Eine dunkle organische Form liegt auf blauem Grund mit kleinen weißen Blütenakzenten.,"A still life with a black bottle, pot, cups, and bowl stands before an orange wooden ground. The objects lie on a pale tabletop with dark contours.","A still life with black bottle, pot, and cups stands before an orange wooden ground. The dark bottle appears more to the right, and the bowl lies closer to the left edge.",A dark organic form lies on a blue ground with small white blossom accents.,image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
