stimulus_id,image_file,original_filename,original_relative_path,original_style_folder,condition_congruent,condition_semi_congruent,condition_incongruent,condition_congruent_en,condition_semi_congruent_en,condition_incongruent_en,notes,needs_human_review
033,033.jpg,misery_0089.jpg,expressionism/misery_0089.jpg,expressionism,Ein dunkler Innenraum zeigt mehrere Figuren und Betten oder Liegeflächen. Helle Gesichter und weiße Bettformen treten aus dem Schwarz hervor.,Eine schwarz-weiße Szene ist stark von Dunkelheit geprägt. Kleine helle Figuren und helle Flächen liegen in der unteren und linken Bildhälfte.,Eine helle Landschaft mit Fluss und grünen Ufern füllt das Bild.,A dark interior shows several figures and beds or lying surfaces. Pale faces and white bed shapes emerge from the blackness.,A black-and-white scene is strongly dominated by darkness. Small pale figures and light areas lie in the lower and left half.,A bright landscape with a river and green banks fills the image.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
034,034.jpg,mother_and_child_on_the_beach_0214.jpg,expressionism/mother_and_child_on_the_beach_0214.jpg,expressionism,"Eine stehende Frau mit Kind steht vor blau-grünem Hintergrund. Die Figur ist in dunkle Kleidung gehüllt, das Kind liegt hell am Oberkörper.",Eine längliche Mutter-Kind-Form steht zentral vor kühlem Hintergrund. Dunkle Kleidung und heller Kopfbereich bestimmen die Figur.,Eine einzelne dunkle Figur geht auf einem Weg an einer Windmühle vorbei.,"A standing woman with a child appears before a blue-green background. The figure is wrapped in dark clothing, and the child lies pale at the torso.",An elongated mother-and-child form stands centrally before a cool background. Dark clothing and a pale head area define the figure.,A single dark figure walks on a path past a windmill.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
035,035.jpg,night_0017.jpg,expressionism/night_0017.jpg,expressionism,"Ein dunkler Innenraum wird von hellem Licht durch ein Fenster und über den Boden geteilt. Treppe, Wand und Lichtstreifen führen diagonal nach unten.",Helle Lichtbahnen fallen in einen dunklen Raum und treffen auf Boden und Wand. Ein Fensterbereich oben rechts wirkt wie die Lichtquelle.,Ein breiter Fluss zieht durch eine grüne Landschaft unter hellem Himmel.,"A dark interior is divided by pale light coming through a window and across the floor. Stairs, wall, and light stripes lead diagonally downward.",Pale bands of light fall into a dark room and touch floor and wall. A window area at the upper right appears to be the light source.,A broad river runs through a green landscape under a bright sky.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
036,036.jpg,old_fisherman_0239.jpg,expressionism/old_fisherman_0239.jpg,expressionism,"Ein älterer Mann mit Mütze hält die Hände nah am Mund. Gesicht, Hände und dunkle Kleidung liegen vor einem gedämpften Landschaftshintergrund.","Ein frontales Porträt zeigt einen Mann mit gebeugten Händen vor dem Gesicht. Die Farben sind braun, grau und blassrosa.",Eine helle leere Zimmerwand mit Fenster und Lichtstreifen füllt das Bild.,"An older man with a cap holds his hands close to his mouth. Face, hands, and dark clothing sit before a muted landscape background.","A frontal portrait shows a man with bent hands before his face. The colors are brown, gray, and pale pink.",A pale empty room wall with a window and light stripes fills the image.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
037,037.jpg,peat_digging_0251.jpg,expressionism/peat_digging_0251.jpg,expressionism,"Ein heller Fluss oder Bach zieht durch dunkle grüne Ufer in die Tiefe. Helle Häuser liegen am oberen Rand, der Wasserlauf dominiert die Mitte.","Eine Landschaft wird von einem hellen Wasserstreifen geteilt. Dunkle grüne Ufer rahmen das Wasser, und kleine helle Formen sitzen weit hinten.",Ein älterer Mann mit Mütze und Händen vor dem Mund füllt die Mitte.,"A pale river or stream runs through dark green banks into depth. Pale houses lie near the upper edge, and the watercourse dominates the center.","A landscape is divided by a pale strip of water. Dark green banks frame the water, and small pale forms sit far back.",An older man with a cap and hands before his mouth fills the center.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
038,038.jpg,radiant_sunset_0262.jpg,expressionism/radiant_sunset_0262.jpg,expressionism,Eine helle Sonne steht tief am Horizont und wirft einen senkrechten Lichtstreifen über violette und blaue Felder. Dunkle Bäume sitzen rechts und am Horizont.,Eine Landschaft mit leuchtender Sonne und starken Farbstreifen führt in die Tiefe. Der helle vertikale Sonnenreflex teilt die untere Bildhälfte.,Ein dunkler Innenraum mit Fenster und schrägen Lichtbahnen füllt das Bild.,A bright sun stands low on the horizon and casts a vertical strip of light across violet and blue fields. Dark trees sit to the right and along the horizon.,A landscape with a glowing sun and strong color bands leads into depth. The bright vertical sun reflection divides the lower half.,A dark interior with a window and slanting light bands fills the image.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
039,039.jpg,separation_0085.jpg,expressionism/separation_0085.jpg,expressionism,Eine dunkle stehende Figur befindet sich links neben einer großen weißen vasenartigen Form. Der Hintergrund ist grau-violett mit schwarzen schwebenden Flecken.,Eine Figur und eine helle geschwungene Gefäßform stehen nebeneinander. Dunkle organische Flecken liegen im oberen Bereich.,Eine helle Sonne über violetten Feldern teilt eine Landschaft mit starkem Lichtstreifen.,A dark standing figure appears on the left beside a large white vase-like form. The background is gray-violet with black floating patches.,A figure and a pale curved vessel form stand side by side. Dark organic spots lie in the upper area.,A bright sun over violet fields divides a landscape with a strong light stripe.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
040,040.jpg,skeletons_fighting_over_a_pickled_herring_0031.jpg,expressionism/skeletons_fighting_over_a_pickled_herring_0031.jpg,expressionism,"Zwei Totenschädel oder maskenhafte Köpfe stehen rechts unten, einer trägt eine dunkle Federform. Der Hintergrund ist rosa-violett und weich bewegt.","Zwei helle Schädel- oder Kopfprofile stehen eng beieinander. Dunkle Akzente an Auge, Mund und Feder heben sich vom warmen Hintergrund ab.",Eine einzelne dunkle Figur steht neben einer großen weißen Vase auf grauem Grund.,"Two skulls or mask-like heads stand at the lower right, one carrying a dark feather-like form. The background is pink-violet and softly moving.","Two pale skull or head profiles stand close together. Dark accents at eye, mouth, and feather stand out against the warm background.",A single dark figure stands beside a large white vase on a gray ground.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
041,041.jpg,the_family_of_blind_man_0291.jpg,expressionism/the_family_of_blind_man_0291.jpg,expressionism,"Eine schmale blaue Figur steht gebeugt vor hellblauem Hintergrund. Dunkle und weiße Pinselstriche formen Kopf, Körper und Beine.","Ein einzelner blauer Körper ist aus lockeren Strichen aufgebaut. Die Figur wirkt aufrecht, aber gebogen, und steht fast allein im hellen Raum.",Zwei helle Schädel stehen rechts unten vor rosa Hintergrund.,"A narrow blue figure stands bent before a light blue background. Dark and white brushstrokes form head, body, and legs.",A single blue body is built from loose strokes. The figure appears upright but bent and stands almost alone in the pale space.,Two pale skulls stand at the lower right before a pink background.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
042,042.jpg,candidate_030_surrealism_meliboeus.jpg,candidate_images/chosen/candidate_030_surrealism_meliboeus.jpg,surrealism,"Ein Gesicht mit Kopftuch füllt das Bild und ist von dunklen Linien und Blattformen überzogen. Augen, Mund und gefaltete Hände liegen eng in der Mitte.","Eine große kopfähnliche Form mit hellem Tuch steht frontal im Bild. Dunkle Linien kreuzen Gesicht, Hände und Brustbereich.",Drei glatte orange Masken stehen nebeneinander vor blauem Grund.,"A face with a headscarf fills the image and is crossed by dark lines and leaf forms. Eyes, mouth, and folded hands lie close together in the center.","A large head-like form with a pale cloth faces forward in the image. Dark lines cross the face, hands, and chest area.",Three smooth orange masks stand side by side before a blue ground.,image_type=surrealism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
043,043.jpg,woman_with_dead_child_0295.jpg,expressionism/woman_with_dead_child_0295.jpg,expressionism,Eine dunkle zusammengerollte Figur oder Körperform liegt über einer helleren liegenden Form. Die Zeichnung ist schwarz-grau und stark auf Körperkonturen konzentriert.,Zwei ineinander liegende Körperformen füllen die Mitte auf hellem Grund. Dunkle Schraffuren sammeln sich vor allem oben und rechts.,Ein blaues stehendes Ganzkörperporträt füllt den hellblauen Raum.,A dark curled figure or body form lies above a paler reclining form. The drawing is black-gray and strongly focused on body contours.,Two interlocking body forms fill the center on a pale ground. Dark hatching gathers mostly at the top and right.,A blue standing full-body portrait fills the light blue space.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
044,044.jpg,candidate_030_surrealism_trois_masques_1933.jpg,candidate_images/chosen/candidate_030_surrealism_trois_masques_1933.jpg,surrealism,Drei maskenartige Gesichter stehen vor blauem Hintergrund. Ein helles frontales Gesicht in der Mitte wird von zwei orangefarbenen Profilen eingerahmt.,"Drei gesichtsähnliche Formen stehen dicht nebeneinander auf blauem Grund. Die mittlere Form ist hell und frontal, die seitlichen Formen sind orange.",Ein einzelnes dunkles Gesicht mit Kopftuch füllt das Bild vor braunem Grund.,Three mask-like faces stand before a blue background. A pale frontal face in the center is framed by two orange profiles.,"Three face-like forms stand close together on a blue ground. The middle form is pale and frontal, while the side forms are orange.",A single dark face with a headscarf fills the image before a brown ground.,image_type=surrealism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
045,045.jpg,chicken_wire_0298.jpg,minimalism/chicken_wire_0298.jpg,minimalism,Ein regelmäßiges helles Wabenmuster bedeckt fast das ganze Bild. Die sechseckigen Linien sind gelblich und werden zum Rand hin etwas dunkler.,Viele helle sechseckige Zellen bilden ein flaches Muster. Der Blick folgt den feinen Linien über die gesamte Fläche.,Ein großer schwarzer Kreis steht auf hellem Grund über einer dunklen Schattenform.,A regular pale honeycomb pattern covers almost the whole image. The hexagonal lines are yellowish and become slightly darker toward the edges.,Many pale hexagonal cells form a flat pattern. The eye follows the fine lines across the entire surface.,A large black circle stands on a pale ground above a dark shadow form.,image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
046,046.jpg,d1_6_0207.jpg,minimalism/d1_6_0207.jpg,minimalism,"Ein großer schwarzer Kreis hängt oben in einer hellen quadratischen Fläche, darunter liegt eine dunkle verschwommene Schattenform. Der Aufbau ist stark vertikal.","Eine schwarze runde Form dominiert die obere Mitte, darunter sitzt ein weicher dunkler Fleck. Der helle Hintergrund bleibt fast leer.",Ein helles Wabenmuster aus vielen kleinen Sechsecken bedeckt die ganze Fläche.,"A large black circle hangs high in a pale square field, with a dark blurred shadow form below. The structure is strongly vertical.","A black round form dominates the upper center, with a soft dark patch below. The pale background remains almost empty.",A pale honeycomb pattern of many small hexagons covers the whole surface.,image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
047,047.jpg,sex_symbol_0190.jpg,minimalism/sex_symbol_0190.jpg,minimalism,"Ein schwarzer Kreis sitzt in der Mitte einer hellen senkrechten Fläche. Darüber liegt ein halbkreisförmiger dunkler Bogen, darunter kleine schwarze Linien wie ein Sockel.","Eine reduzierte zeichenhafte Form besteht aus Kreis, Bogen und kurzen Linien auf hellem Grund. Die Formen sind streng entlang der Mittelachse angeordnet.",Mehrere farbige Ringe liegen waagrecht auf weißem Grund und überlappen rechts.,"A black circle sits in the center of a pale vertical field. Above it lies a dark semicircular arc, and below it small black lines form a base-like mark.","A reduced sign-like form consists of circle, arc, and short lines on a pale ground. The forms are strictly arranged along the central axis.",Several colored rings lie horizontally on a white ground and overlap on the right.,image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
048,048.jpg,split_ring_image_1_2009_0041.jpg,minimalism/split_ring_image_1_2009_0041.jpg,minimalism,"Zwei große farbige Ringsegmente bilden eine fast geschlossene Kreisform auf weißem Grund. Links ist das Segment gelbgrün, rechts orange-rot.",Eine kreisförmige offene Form aus gelben und roten Teilen liegt zentral auf hellem Grund. Die Mitte bleibt als weißes Loch frei.,Ein schwarzer Kreis mit halbkreisförmigem Bogen steht senkrecht auf hellem Grund.,"Two large colored ring segments form an almost closed circular shape on a white ground. The left segment is yellow-green, the right one orange-red.",A circular open form made of yellow and red parts lies centrally on a pale ground. The middle remains open as a white hole.,A black circle with a semicircular arc stands vertically on a pale ground.,image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
049,049.jpg,candidate_044_realism_landscape_with_a_flowerbed_1917.jpg,candidate_images/chosen/candidate_044_realism_landscape_with_a_flowerbed_1917.jpg,realism,"Ein heller Garten mit Blumenbeet liegt zwischen grünen Bäumen. Helle Wege, viele kleine Blüten und gelbe Bäume füllen die mittlere Tiefe.",Eine grüne Gartenszene mit bunten Blumen und hellen Wegen öffnet sich in die Tiefe. Die meisten Details liegen im unteren und mittleren Bildbereich.,Eine abstrakte Kreisform aus roten und gelben Segmenten liegt auf weißem Grund.,"A bright garden with a flower bed lies between green trees. Pale paths, many small blossoms, and yellow trees fill the middle depth.",A green garden scene with colorful flowers and pale paths opens into depth. Most details lie in the lower and middle part of the image.,An abstract circular form made of red and yellow segments lies on a white ground.,image_type=realism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
050,050.jpg,a_panic_in_the_middle_ages_0264.jpg,surrealism/a_panic_in_the_middle_ages_0264.jpg,surrealism,Mehrere weiß gekleidete Figuren verrenken sich in einem Raum mit rotem Rahmen und dunklem Boden. Die Körper liegen diagonal und wirken in Bewegung.,Eine Gruppe heller menschlicher Formen befindet sich in einem innenraumartigen Bild. Rote vertikale Kanten und der graue Boden rahmen die Bewegung.,Ein ruhiger Garten mit vielen Blumen und hellen Wegen füllt eine grüne Landschaft.,Several white-clothed figures twist inside a room with a red frame and dark floor. The bodies lie diagonally and appear in motion.,A group of pale human forms appears in an interior-like image. Red vertical edges and the gray floor frame the movement.,A quiet garden with many flowers and pale paths fills a green landscape.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
051,051.jpg,candidate_050_impressionism_the_blue_vase.jpg,candidate_images/chosen/candidate_050_impressionism_the_blue_vase.jpg,impressionism,"Eine helle blau-weiße Vase steht auf einem braunen Tisch, darin gelbe und rosa Blüten. Rechts unten liegt eine helle runde Frucht oder Blüte auf dem Tisch.",Ein Blumenstillleben mit heller Vase steht vor grauem Hintergrund. Die gelbe Blüte oben und die helle Form unten rechts ziehen besonders Aufmerksamkeit an.,Ein dunkles rotes Gefäß trägt einen breiten gelb-violetten Strauß vor braunem Hintergrund.,"A pale blue-white vase stands on a brown table, holding yellow and pink blossoms. At the lower right, a pale round fruit or blossom lies on the table.",A flower still life with a pale vase stands before a gray background. The yellow blossom above and the pale form at the lower right draw particular attention.,A dark red vessel holds a broad yellow-violet bouquet against a brown background.,image_type=impressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
052,052.jpg,before_the_snow_0016.jpg,surrealism/before_the_snow_0016.jpg,surrealism,"Eine helle rosa Blütenform liegt zentral vor dunklem Hintergrund, weitere rosa Blattformen schweben rechts oben. Eine waagrechte rote Linie zieht durch den unteren Bereich.","Pinke Blüten- oder Blattformen leuchten vor einem dunklen Feld. Die größte helle Form sitzt etwas links der Mitte, kleinere Formen liegen oben rechts.",Eine Vase mit gelben Blüten steht auf braunem Tisch vor grauem Grund.,"A pale pink flower form lies centrally before a dark background, with additional pink leaf forms floating at the upper right. A horizontal red line runs through the lower area.","Pink flower or leaf forms glow before a dark field. The largest pale form sits slightly left of center, with smaller forms at the upper right.",A vase with yellow blossoms stands on a brown table before a gray ground.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
053,053.jpg,checkmate_0209.jpg,surrealism/checkmate_0209.jpg,surrealism,Ein Frauenkopf mit geschlossenen Augen sitzt in einem perspektivischen Raum mit schwarz-weißem Schachboden. Links oben hängt eine kleine helle Form an einer Schnur.,Ein Gesicht im Vordergrund wird von einem kastenartigen Raum und Schachboden umgeben. Die Linien führen nach hinten in eine dunkle Öffnung.,Pinke Blütenformen schweben auf dunklem Grund über einer roten Linie.,"A woman's head with closed eyes sits in a perspective room with a black-and-white checkerboard floor. At the upper left, a small pale form hangs from a string.",A face in the foreground is surrounded by a box-like room and checkerboard floor. The lines lead backward into a dark opening.,Pink flower forms float on a dark ground above a red line.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
054,054.jpg,composition_0297.jpg,surrealism/composition_0297.jpg,surrealism,"Auf blauem Grund liegen eine schwarze schräge Rechteckform, eine weiße vogelartige Form und gelb-schwarze Flächen. Die Elemente schweben lose im Bildraum.",Mehrere isolierte Formen verteilen sich auf einem blauen Feld. Ein dunkler Block links unten und eine helle Form rechts oben bilden die stärksten Gegensätze.,Ein Gesicht mit geschlossenen Augen sitzt vor einem schwarz-weißen Schachboden in einem engen Raum.,"On a blue ground lie a black slanted rectangular form, a white bird-like form, and yellow-black areas. The elements float loosely in the pictorial space.",Several isolated forms are spread across a blue field. A dark block at the lower left and a pale form at the upper right create the strongest contrasts.,A face with closed eyes sits before a black-and-white checkerboard floor in a tight room.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
055,055.jpg,dance_0182.jpg,surrealism/dance_0182.jpg,surrealism,"Eine vereinfachte bunte Tier- oder Körperform steht vor ockerfarbenem Grund. Blaue, rote, gelbe und schwarze Flächen bilden einen geschwungenen zentralen Körper.",Eine große organische Form aus farbigen Flächen steht in der Mitte. Ein blauer oberer Bereich und dunkle beinartige Formen geben ihr Richtung.,Mehrere kleine abstrakte Formen schweben getrennt auf blauem Grund.,"A simplified colorful animal- or body-like form stands before an ocher ground. Blue, red, yellow, and black areas build a curved central body.",A large organic form made of colored areas stands in the center. A blue upper area and dark leg-like forms give it direction.,Several small abstract forms float separately on a blue ground.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
056,056.jpg,eve_the_only_one_left_to_us_0171.jpg,surrealism/eve_the_only_one_left_to_us_0171.jpg,surrealism,"Eine helle, zottige kopfartige Form steht auf einem schmalen Hals vor dunklem braunem Hintergrund. Rechts begrenzt eine helle strukturierte Wandkante den Raum.",Ein einzelner heller Kopf oder Haarbüschel sitzt oben auf einer schmalen Stütze. Dunkle Flächen und eine helle rechte Kante rahmen die Form.,Eine bunte geschwungene Tierform steht auf ockerfarbenem Grund mit blauen und roten Flächen.,"A pale shaggy head-like form stands on a narrow neck before a dark brown background. On the right, a pale textured wall edge limits the space.",A single pale head or tuft of hair sits atop a narrow support. Dark areas and a pale right edge frame the form.,A colorful curved animal-like form stands on an ocher ground with blue and red areas.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
057,057.jpg,candidate_061_expressionism_still_life_with_sunflower_1931.jpg,candidate_images/chosen/candidate_061_expressionism_still_life_with_sunflower_1931.jpg,expressionism,"Eine große gelbe Sonnenblume steht in einer hellen Vase vor grauem Hintergrund. Dunkle grüne Blätter rahmen die Blüte seitlich, unten liegt ein schmaler gelber Tischrand.","Eine runde gelbe Blütenform dominiert die Mitte über einem hellen Gefäß. Grauer Hintergrund, grüne Blätter und eine horizontale Tischkante strukturieren das Bild.",Ein breiter violett-gelber Blumenstrauß steht in einer dunklen roten Vase vor braunem Grund.,"A large yellow sunflower stands in a pale vase before a gray background. Dark green leaves frame the blossom on the sides, and a narrow yellow table edge lies below.","A round yellow flower form dominates the center above a pale vessel. Gray background, green leaves, and a horizontal table edge structure the image.",A broad violet-yellow bouquet stands in a dark red vase against a brown ground.,image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
058,058.jpg,habitantes_del_silencio_2_0139.jpg,surrealism/habitantes_del_silencio_2_0139.jpg,surrealism,"Eine dunkle Tier- oder Fellform liegt auf blauem Grund, darin leuchten orangebraune und weiße kleine Formen. Die Mitte wirkt dicht und organisch.",Eine dunkle liegende Form enthält helle kleine Akzente und warme braune Bereiche. Der blaue Hintergrund rahmt die kompakte Mitte.,Eine einzelne gelbe Sonnenblume steht in heller Vase vor grauem Grund.,"A dark animal- or fur-like form lies on a blue ground, containing glowing orange-brown and small white forms. The center feels dense and organic.",A dark reclining form contains small pale accents and warm brown areas. The blue background frames the compact center.,A single yellow sunflower stands in a pale vase before a gray ground.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
059,059.jpg,candidate_063_expressionism_still_life_1964.jpg,candidate_images/chosen/candidate_063_expressionism_still_life_1964.jpg,expressionism,"Ein Stillleben mit schwarzer Flasche, Kanne, Tassen und Schale steht vor orangefarbenem Holzgrund. Die Gegenstände liegen auf einer hellen Tischfläche mit dunklen Konturen.","Mehrere Gefäße und Tischobjekte sind klar mit schwarzen Linien gezeichnet. Orange Wand, helle Tischplatte und dunkle Flasche ordnen die Szene.",Eine dunkle organische Form liegt auf blauem Grund mit kleinen weißen Blütenakzenten.,"A still life with a black bottle, pot, cups, and bowl stands before an orange wooden ground. The objects lie on a pale tabletop with dark contours.","Several vessels and table objects are clearly drawn with black lines. Orange wall, pale tabletop, and dark bottle organize the scene.",A dark organic form lies on a blue ground with small white blossom accents.,image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
060,060.jpg,leaf_customs_0172.jpg,surrealism/leaf_customs_0172.jpg,surrealism,Ein langes helles Blatt oder eine Feder steht senkrecht auf grünlich-grauem Grund. Feine dunkle Linien teilen die Form entlang einer Mittelachse.,Eine schmale natürliche Form füllt die Bildhöhe fast vollständig. Der helle Körper und seine dunkle Mittelrippe stehen vor gedämpftem Hintergrund.,"Ein Stillleben mit Flasche, Kanne und Tassen steht auf hellem Tisch vor orangefarbenem Holz.",A long pale leaf or feather stands vertically on a greenish-gray ground. Fine dark lines divide the form along a central axis.,A narrow natural form fills almost the full image height. The pale body and its dark central rib stand before a muted background.,"A still life with bottle, pot, and cups stands on a pale table before orange wood.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
061,061.jpg,one_night_museum_0269.jpg,surrealism/one_night_museum_0269.jpg,surrealism,"Vier Kastenfelder zeigen oben eine Hand und ein rundes Objekt, unten einen Schuh und ein rosa Feld mit schwarzen Zeichen und Gesicht. Die Komposition ist streng in Rechtecke geteilt.","Ein Regal- oder Schaukastenmotiv ordnet einzelne Objekte in vier Felder. Hand, Schuh und Musterfläche sind getrennt voneinander sichtbar.",Ein einzelnes langes Blatt steht senkrecht auf grünlichem Grund.,"Four box-like compartments show a hand and round object above, a shoe and a pink field with black signs and a face below. The composition is strictly divided into rectangles.","A shelf or display-case motif arranges separate objects into four fields. Hand, shoe, and patterned field are visible apart from one another.",A single long leaf stands vertically on a greenish ground.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
062,062.jpg,pieta_revolution_by_night_0080.jpg,surrealism/pieta_revolution_by_night_0080.jpg,surrealism,"Zwei Figuren sitzen oder stehen in einem braunen Innenraum; links eine helle Figur mit roter Hose, rechts eine dunkle Figur mit Hut. Eine kleine weiße Form liegt rechts in der Luft.","Eine Figurengruppe aus heller und dunkler Person ist vor braunen Wänden angeordnet. Rote Hose, Hut und kantige Raumlinien strukturieren die Szene.","Vier Kastenfelder zeigen einzelne Objekte wie Hand, Schuh und Muster.","Two figures sit or stand in a brown interior; on the left a pale figure with red trousers, on the right a dark figure with a hat. A small white form floats at the right.","A group of a pale and a dark person is arranged before brown walls. Red trousers, hat, and angular room lines structure the scene.","Four box compartments show separate objects such as hand, shoe, and pattern.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
063,063.jpg,popular_panorama_0214.jpg,surrealism/popular_panorama_0214.jpg,surrealism,"Eine winterliche Landschaft zeigt dunkle Baumreihen, ein weißes Haus unten rechts und Berge unter grauem Himmel. Helle Straßen oder Dächer führen in die Tiefe.","Kühle Blau- und Grautöne bestimmen eine Landschaft mit Haus, Bäumen und Bergen. Das weiße Haus sitzt deutlich im unteren rechten Bereich.",Zwei Figuren in einem braunen Innenraum sitzen nebeneinander mit roter Hose und Hut.,"A wintry landscape shows dark rows of trees, a white house at the lower right, and mountains under a gray sky. Pale roads or roofs lead into depth.","Cool blue and gray tones define a landscape with house, trees, and mountains. The white house sits clearly in the lower right area.",Two figures in a brown interior sit beside each other with red trousers and a hat.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
064,064.jpg,smoker_head_0164.jpg,surrealism/smoker_head_0164.jpg,surrealism,"Eine helle stilisierte Vogelform oder Kopf-Hals-Form steht vor blauem Grund. Gelbe, rote und schwarze Formen liegen seitlich und im unteren Körperbereich.","Eine weiße geschwungene Form dominiert die Mitte vor kühlem Blau. Farbige Akzente in Gelb, Rot und Schwarz markieren Kopf und Körper.","Eine Schneelandschaft mit Haus, Baumreihen und Bergen füllt den Raum.","A pale stylized bird-like or head-and-neck form stands before a blue ground. Yellow, red, and black shapes sit along the side and lower body.","A white curved form dominates the center before cool blue. Colored accents in yellow, red, and black mark head and body.","A snowy landscape with house, rows of trees, and mountains fills the space.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
065,065.jpg,stilleben_med_fisk_0250.jpg,surrealism/stilleben_med_fisk_0250.jpg,surrealism,"Ein Stillleben zeigt zwei Fische vor einem großen braunen Teller, einer Flasche, Früchten und einem Fenster mit Strand und Wolke. Die Objekte liegen dicht auf einem blauen Tisch.","Fische, Teller und Flasche bilden ein dichtes Stillleben im Vordergrund. Links hinten öffnet sich ein helles Fenster zu Meer, Sand und Himmel.",Eine helle stilisierte Vogelform steht allein vor blauem Grund mit gelben und roten Akzenten.,"A still life shows two fish before a large brown plate, a bottle, fruit, and a window with beach and cloud. The objects lie densely on a blue table.","Fish, plate, and bottle form a dense still life in the foreground. At the back left, a bright window opens to sea, sand, and sky.",A pale stylized bird-like form stands alone before a blue ground with yellow and red accents.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
