stimulus_id,image_file,original_filename,original_relative_path,original_style_folder,condition_congruent,condition_semi_congruent,condition_incongruent,condition_congruent_en,condition_semi_congruent_en,condition_incongruent_en,notes,needs_human_review
024,024.jpg,despair_0035.jpg,expressionism/despair_0035.jpg,expressionism,Eine dunkle gebeugte Figur steht vor einer Landschaft mit blauem Tal und rotem Himmel. Die Bergformen führen zum hellen Horizont.,Eine dunkle gebeugte Gestalt steht vor einer Landschaft mit Tal und rötlichem Himmel. Die Figur wirkt kompakter.,Eine dunkle gebeugte Figur steht vor einer Landschaft mit grünem Tal und gelbem Himmel. Die Bergformen wirken weniger zum Horizont führend.,A dark bent figure stands in a landscape with a blue valley and red sky. The mountain forms lead toward the bright horizon.,A dark bent figure stands before a landscape with a valley and reddish sky. The figure looks more compact.,A dark bent figure stands before a landscape with a green valley and yellow sky. The mountain forms feel less directed toward the horizon.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
025,025.jpg,female_head_0208.jpg,expressionism/female_head_0208.jpg,expressionism,"Ein blau-grünes Gesicht mit dunklem Haar steht vor grünlichem Hintergrund. Der Kopf ist leicht geneigt, und ein roter Akzent sitzt am Hals.",Ein kühles blau-grünes Porträt füllt die Bildfläche vor grünlichem Hintergrund. Der Kopf wirkt gerader und der rote Akzent sitzt an der Kleidung.,Ein blau-rotes Gesicht mit hellem Haar steht vor grauem Hintergrund. Der Kopf wirkt stark geneigt und der rote Akzent sitzt im Gesicht.,"A blue-green face with dark hair appears before a greenish background. The head is slightly bent, and a red accent sits at the neck.",A cool blue-green portrait fills the image field before a greenish background. The head looks straighter and the red accent sits on the clothing.,A blue-red face with pale hair stands before a gray background. The head looks strongly tilted and the red accent sits in the face.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
026,026.jpg,fertility_ii_0197.jpg,expressionism/fertility_ii_0197.jpg,expressionism,"Zwei Figuren stehen in einem grünen Garten mit Baum. Eine Figur trägt einen roten runden Korb, eine blaue Figur trägt einen hellen Hut.",Zwei Figuren stehen in einem grünen Garten mit Baum. Eine rote runde Form und eine blaue Figur bestimmen die Szene.,Drei Figuren stehen in einem grünen Garten ohne deutlichen Mittelbaum. Die rote Form und die blaue Kleidung wirken vertauscht in ihrer Rolle.,"Two figures stand in a green garden with a tree. One figure carries a red round basket, and a blue figure wears a pale hat.",Two figures stand in a green garden with a tree. A red round form and a blue figure define the scene.,Three figures stand in a green garden without a clear central tree. The red form and blue clothing feel swapped in their roles.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
027,027.jpg,candidate_029_expressionism_leon_indenbaum_1915.jpg,candidate_images/chosen/candidate_029_expressionism_leon_indenbaum_1915.jpg,expressionism,"Ein längliches helles Gesicht steht frontal vor dunklem Hintergrund. Haare, Augen und schmale Gesichtszüge sind weich und reduziert gezeichnet.",Ein längliches helles Gesicht steht frontal vor dunklem Grund. Die Augen wirken größer und die Kopfform breiter.,Ein breites helles Gesicht steht leicht gedreht vor dunklem Hintergrund. Die Gesichtszüge sind kräftig dunkel gezeichnet.,"An elongated pale face faces forward against a dark background. Hair, eyes, and narrow facial features are softly and sparsely drawn.",An elongated pale face faces forward against a dark ground. The eyes look larger and the head shape broader.,A broad pale face stands slightly turned before a dark background. The facial features are drawn with strong dark lines.,image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
028,028.jpg,girl_combing_her_hair_0037.jpg,expressionism/girl_combing_her_hair_0037.jpg,expressionism,Eine orange-rote sitzende Figur beugt sich in einem hellen Innenraum. Helle Wandflächen und eine bläuliche Form rahmen die Figur.,Eine orange-rote sitzende Figur beugt sich in einem hellen Innenraum. Die Körperhaltung wirkt etwas aufrechter.,Eine orange-rote sitzende Figur beugt sich in einem hellen Innenraum. Eine bläuliche Form rahmt den Körper hart und deutlich.,An orange-red seated figure bends inside a pale interior. Pale wall areas and a bluish form frame the figure.,An orange-red seated figure bends inside a pale interior. The body posture looks slightly more upright.,An orange-red seated figure bends inside a pale interior. A bluish form frames the body sharply and clearly.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
029,029.jpg,gretchen_0114.jpg,expressionism/gretchen_0114.jpg,expressionism,Eine schmale stehende Figur in grauer Kleidung hält ein Bündel vor dem Körper. Viel weißer Hintergrund umgibt die dunkle Zeichnung.,Eine schmale stehende Figur hält ein Kind oder Bündel vor hellem Papiergrund. Die Figurengruppe wirkt größer und dunkler.,Eine schmale stehende Figur in dunkler Kleidung hält ein kompaktes Bündel am Körper. Der weiße Hintergrund bleibt groß.,A narrow standing figure in gray clothing holds a bundle in front of the body. Much white background surrounds the dark drawing.,A narrow standing figure holds a child or bundle before a pale paper ground. The figure group looks larger and darker.,A narrow standing figure in dark clothing holds a bundle at the body. The white background remains large.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20,False
030,030.jpg,man_and_woman_0101.jpg,expressionism/man_and_woman_0101.jpg,expressionism,Zwei nackte Figuren sitzen in dunklem Innenraum. Eine hellere sitzende Figur und eine dunklere gebeugte Figur bestimmen die Szene.,Zwei nackte Körperformen sitzen in einem dunklen Innenraum. Die helle Figur wirkt aufrechter und die dunkle weniger gebeugt.,Zwei nackte Figuren sitzen in dunklem Innenraum. Die hellere Figur wirkt liegend und die dunklere Figur aufrecht.,Two nude figures sit in a dark interior. A lighter seated figure and a darker bent figure define the scene.,Two nude body forms sit in a dark interior. The pale figure looks more upright and the dark one less bent.,Two nude figures sit in a dark interior. The paler figure looks reclining and the darker figure upright.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
031,031.jpg,maternit_233_after_picasso_0194.jpg,expressionism/maternit_233_after_picasso_0194.jpg,expressionism,"Eine Frau in blauem Mantel sitzt frontal hinter einem Kind auf einem Stuhl, begleitet von einem hellen Hund. Das helle Kleid und der dunkle Stuhl stehen vor blauem Grund.",Eine Frau in blauem Mantel sitzt frontal auf einem Stuhl vor blauem Grund. Eine kleine helle Tierform ergänzt die Szene.,"Eine Frau in grünblauem Mantel sitzt auf einem Stuhl, begleitet von einem hellen Tier. Der Hintergrund wirkt heller und unruhiger.","A woman in a blue coat sits frontally behind a child on a chair, accompanied by a pale dog. The pale dress and dark chair stand against a blue ground.",A woman in a blue coat sits frontally on a chair before a blue ground. A small pale animal form completes the scene.,"A woman in a green-blue coat sits on a chair, accompanied by a pale animal. The background looks lighter and less even.",image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
032,032.jpg,miguel_de_cervantes_0146.jpg,expressionism/miguel_de_cervantes_0146.jpg,expressionism,Eine dunkle Figur geht auf einem hellen Weg durch eine Landschaft mit Windmühle. Der Weg führt in die Tiefe zu Horizont und Himmel.,Eine dunkle Figur geht auf einem hellen Pfad durch eine Landschaft mit Windmühle. Der Pfad wirkt gerader und flacher.,"Eine dunkle Figur steht auf einem hellen Weg in einer Landschaft. Die Windmühle wirkt massiv und nah, der Pfad breit und glatt.",A dark figure walks on a pale path through a landscape with a windmill. The path leads into depth toward horizon and sky.,A dark figure walks on a pale path through a landscape with a windmill. The path looks straighter and flatter.,"A dark figure stands on a pale path in a landscape. The windmill looks massive and close, and the path broad and smooth.",image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
033,033.jpg,misery_0089.jpg,expressionism/misery_0089.jpg,expressionism,Ein dunkler Innenraum zeigt mehrere Figuren und Betten oder Liegeflächen. Helle Gesichter und weiße Bettformen treten aus dem Schwarz hervor.,Ein dunkler Innenraum zeigt mehrere helle Figuren und Liegeflächen. Die weißen Bettformen wirken stärker gebündelt.,Ein dunkler Innenraum zeigt wenige Figuren und helle Liegeflächen. Die Gesichter sind groß und rund.,A dark interior shows several figures and beds or lying surfaces. Pale faces and white bed shapes emerge from the blackness.,A dark interior shows several pale figures and lying surfaces. The white bed forms look more tightly grouped.,A dark interior shows a few figures and pale lying surfaces. The faces are large and round.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20,False
034,034.jpg,mother_and_child_on_the_beach_0214.jpg,expressionism/mother_and_child_on_the_beach_0214.jpg,expressionism,"Eine stehende Frau mit Kind steht vor blau-grünem Hintergrund. Die Figur ist in dunkle Kleidung gehüllt, das Kind liegt hell am Oberkörper.",Eine stehende Mutter-Kind-Form steht vor blau-grünem Hintergrund. Das Kind wirkt kleiner und die Kleidung breiter geöffnet.,Eine stehende Frau mit Kind steht vor grünlichem Hintergrund. Die Figur trägt helle Kleidung und das Kind wirkt klein.,"A standing woman with a child appears before a blue-green background. The figure is wrapped in dark clothing, and the child lies pale at the torso.",A standing mother-and-child form appears before a blue-green background. The child looks smaller and the clothing opens wider.,A standing woman with child stands before a greenish background. The figure wears pale clothing and the child looks small.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20,False
035,035.jpg,night_0017.jpg,expressionism/night_0017.jpg,expressionism,Ein dunkler Innenraum wird von hellem Fensterlicht und Licht auf dem Boden geteilt. Wand und Lichtstreifen führen den Blick in den Raum.,Helle Lichtbahnen fallen in einen dunklen Raum und treffen Boden und Wand. Die Streifen wirken steiler und schärfer.,Ein dunkler Innenraum wird von breiten senkrechten Lichtstreifen geteilt. Die Treppe wirkt flach und hart.,A dark interior is divided by pale window light and light on the floor. Wall and light strips guide the gaze into the room.,Pale bands of light fall into a dark room and touch floor and wall. The stripes look steeper and sharper.,A dark interior is divided by broad strips of light. The stairs look flat and hard.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
036,036.jpg,old_fisherman_0239.jpg,expressionism/old_fisherman_0239.jpg,expressionism,"Ein älterer Mann mit Mütze hält die Hände nah am Mund. Gesicht, Hände und dunkle Kleidung liegen vor einem gedämpften Landschaftshintergrund.",Ein älterer Mann mit Mütze hält die Hände am Gesicht. Die Hände liegen an der Wange und der Hintergrund wirkt innenraumartig.,Ein älterer Mann mit heller Mütze hält eine Hand am Kinn und eine am Körper. Der Hintergrund bildet eine dunkle Wand.,"An older man with a cap holds his hands close to his mouth. Face, hands, and dark clothing sit before a muted landscape background.",An older man with a cap holds his hands at his face. The hands lie at the cheek and the background feels interior-like.,An older man with a pale cap holds one hand at his chin and one at the body. The background forms a dark wall.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20,False
037,037.jpg,peat_digging_0251.jpg,expressionism/peat_digging_0251.jpg,expressionism,Ein heller Fluss oder Bach zieht durch dunkle grüne Ufer in die Tiefe. Helle Häuser und der Wasserlauf bestimmen die Landschaft.,Ein heller Wasserstreifen zieht durch dunkle grüne Ufer in die Tiefe. Die Häuser wirken größer und der Wasserlauf schmaler.,Ein heller Fluss zieht durch grüne Ufer. Der Wasserlauf wirkt schmal und teilt das Bild kaum.,A pale river or stream runs through dark green banks into depth. Pale houses and the watercourse define the landscape.,A pale strip of water runs through dark green banks into depth. The houses look larger and the watercourse narrower.,A pale river runs through green banks. The watercourse feels offset and barely divides the image.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
038,038.jpg,radiant_sunset_0262.jpg,expressionism/radiant_sunset_0262.jpg,expressionism,Eine helle Sonne steht am Horizont und wirft einen schmalen Lichtstreifen auf violette und blaue Felder. Dunkle Bäume begleiten den Horizont.,Eine helle Sonne steht am Horizont bei violett-blauen Feldern. Der Lichtstreifen wirkt breiter und weicher.,Eine helle Sonne leuchtet bei violett-blauen Feldern. Der Lichtstreifen wirkt breit und milchig.,A bright sun stands at the horizon and casts a narrow strip of light across violet and blue fields. Dark trees accompany the horizon.,A bright sun stands at the horizon with violet-blue fields. The light strip looks broader and softer.,A bright sun glows with violet-blue fields. The light strip looks broad and milky.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
039,039.jpg,separation_0085.jpg,expressionism/separation_0085.jpg,expressionism,Eine dunkle stehende Figur befindet sich bei einer großen goldenen Frauenform. Der Hintergrund ist grau-violett mit schwarzen schwebenden Flecken.,Eine dunkle stehende Figur befindet sich mit einer hellen geschwungenen Gefäßform auf grau-violettem Grund. Die weiße Form wirkt schmaler.,Eine dunkle stehende Figur befindet sich mit einer schmalen weißen Gefäßform im Bild. Der grau-violette Hintergrund enthält helle schwebende Flecken.,A dark standing figure appears with a large golden shape of a woman. The background is gray-violet with black floating patches.,A dark standing figure appears with a pale curved vessel form on a gray-violet ground. The white form looks narrower.,A dark standing figure appears with a narrow white vessel form. The gray-violet background contains pale floating patches.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
040,040.jpg,skeletons_fighting_over_a_pickled_herring_0031.jpg,expressionism/skeletons_fighting_over_a_pickled_herring_0031.jpg,expressionism,"Zwei Totenschädel erscheinen vor rosa-violettem Grund, einer trägt eine dunkle Federform. Der Hintergrund ist weich bewegt.",Zwei Totenschädel stehen vor rosa-violettem Grund. Eine dunkle Federform gehört zu den Köpfen.,Zwei Totenschädel stehen vor rosa-violettem Grund. Die dunkle Federform wirkt schwer und dicht bei den Köpfen.,"Two skulls appear against a pink-violet ground, one carrying a dark feather-like form. The background is softly moving.",Two skulls stand before a pink-violet ground. A dark feather-like form belongs to the heads.,Two skulls before a pink-violet ground. The dark feather-like form looks heavy and close to the heads.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
041,041.jpg,the_family_of_blind_man_0291.jpg,expressionism/the_family_of_blind_man_0291.jpg,expressionism,"Vater, Kind und Mutter mit Kleinkind im Arm stehen vor hellblauem Hintergrund. Dunkle und weiße Pinselstriche formen Kopf, Körper und Beine.",Eine schmale blaue Figur steht vor hellblauem Hintergrund. Dunkle Striche sammeln sich an den Beinen.,Eine schmale blaue Figur steht fast gerade vor hellblauem Hintergrund. Der Kopf wirkt breit und die Beine kurz.,"Father, child and mother holding a newborn stand before a light blue background. Dark and white brushstrokes form head, body, and legs.",A narrow blue figure stands before a light blue background. Dark strokes gather around the legs.,A narrow blue figure stands almost straight before a light blue background. The head looks broad and the legs short.,image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20,False
042,042.jpg,candidate_030_surrealism_meliboeus.jpg,candidate_images/chosen/candidate_030_surrealism_meliboeus.jpg,surrealism,"Ein Gesicht mit Kopftuch füllt das Bild und ist von dunklen Linien und Blattformen überzogen. Augen, Mund und gefaltete Hände liegen eng beisammen.",Ein großes Gesicht mit hellem Kopftuch füllt das Bild. Die gefalteten Hände wirken kleiner und die dunklen Linien rahmen stärker.,Ein Gesicht mit Kopftuch füllt das Bild. Die Augen liegen weit auseinander und die Hände wirken klein. Die dunklen Linien bilden ein äußeres Muster.,"A face with a headscarf fills the image and is crossed by dark lines and leaf forms. Eyes, mouth, and folded hands lie close together.",A large face with a pale headscarf fills the image. The folded hands look smaller and the dark lines frame more strongly.,A face with a headscarf fills the image. The eyes lie far apart and the hands look small. The dark lines form an outer pattern.,image_type=surrealism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
043,043.jpg,woman_with_dead_child_0295.jpg,expressionism/woman_with_dead_child_0295.jpg,expressionism,Eine dunkle zusammengerollte Körperform liegt bei einer helleren liegenden Form. Die Zeichnung ist schwarz-grau und stark auf Körperkonturen konzentriert.,Eine dunkle zusammengerollte Körperform berührt eine hellere liegende Form auf hellem Grund. Dunkle Schraffuren wirken stärker gebündelt.,"Zwei liegende Körperformen füllen die Bildfläche. Die helle Form wirkt dominanter, die dunkle darunter schwerer.",A dark curled body form lies with a paler reclining form. The drawing is black-gray and strongly focused on body contours.,A dark curled body form touches a paler reclining form on a light ground. Dark hatching looks more tightly grouped.,"Two reclining body forms fill the image field. The pale form looks more dominant, and the dark one heavier.",image_type=expressionism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
044,044.jpg,candidate_030_surrealism_trois_masques_1933.jpg,candidate_images/chosen/candidate_030_surrealism_trois_masques_1933.jpg,surrealism,Drei maskenartige Gesichter stehen vor blauem Hintergrund. Ein helles frontales Gesicht wird von zwei orangefarbenen Profilen eingerahmt.,Drei maskenartige Gesichter stehen dicht nebeneinander auf blauem Grund. Eine helle Maske und dunklere Profile bestimmen die Gruppe.,Drei maskenartige Gesichter stehen vor blauem Hintergrund. Die mittlere Maske ist orange und die seitlichen Gesichter sind hell.,Three mask-like faces stand before a blue background. A pale frontal face is framed by two orange profiles.,Three mask-like faces stand close together on a blue ground. A pale mask and darker profiles define the group.,Three mask-like faces stand before a blue background. One mask is orange and the pale faces look flatter.,image_type=surrealism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
045,045.jpg,chicken_wire_0298.jpg,minimalism/chicken_wire_0298.jpg,minimalism,Ein regelmäßiges helles Wabenmuster mit vier zentralen Maschen bedeckt fast das ganze Bild. Die sechseckigen Linien sind gelblich und werden außen etwas dunkler.,Viele helle sechseckige Zellen bilden ein flaches Wabenmuster. Die Linien sind dunkler und lockerer gesetzt.,Ein helles Wabenmuster bedeckt die Fläche. Die Zellen sind groß und unregelmäßig. Die Linien wirken zur Mitte dunkler.,A regular pale honeycomb pattern with four linked chain shapes covers almost the whole image. The hexagonal lines are yellowish and become slightly darker toward the boundary.,Many pale hexagonal cells form a flat honeycomb pattern. The lines are darker and more loosely spaced.,A pale honeycomb pattern covers the surface. The cells are large and irregular. The lines look darker and heavier.,image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
046,046.jpg,d1_6_0207.jpg,minimalism/d1_6_0207.jpg,minimalism,"Ein großer schwarzer Kreis hängt in einer hellen quadratischen Fläche, begleitet von einer dunklen verschwommenen Schattenform. Der Aufbau wirkt streng und reduziert.",Eine schwarze runde Form hängt in einer hellen quadratischen Fläche. Ein weicher dunkler Schatten sitzt nah am Kreis.,Ein schwarzer Kreis hängt in einer hellen quadratischen Fläche. Dazu liegt ein scharfer kleiner Schatten.,"A large black circle hangs in a pale square field, accompanied by a dark blurred shadow form. The structure feels strict and reduced.",A black round form hangs in a pale square field. A soft dark shadow sits close to the circle.,A black circle hangs inside a pale square field. A sharp small shadow accompanies it.,image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
047,047.jpg,sex_symbol_0190.jpg,minimalism/sex_symbol_0190.jpg,minimalism,Ein schwarzer Kreis sitzt in einer hellen rechteckigen Fläche. Ein halbkreisförmiger dunkler Bogen und kleine schwarze Sockellinien ergänzen ihn.,Ein schwarzer Kreis sitzt in einer hellen senkrechten Fläche. Der dunkle Bogen wirkt fast geschlossen und die kurzen Linien locker.,"Ein schwarzer Kreis sitzt in einer hellen rechteckigen Fläche. Der dunkle Bogen wird zur fast geschlossenen Klammer, die kurzen Linien wirken locker.",A black circle sits in a pale rectangular field. A dark semicircular arc and small black base-like lines complement it.,A black circle sits in a pale rectangular field. The dark arc looks almost closed and the short lines loose.,"A black circle sits in a pale rectangular field. The dark arc becomes an almost closed bracket, and the short lines look loose.",image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
